,Restaurant,Cusines_all,price_for_one,delivery_review_number,location
759,Kota Thali Wala,North Indian,150,24,"electronic city, bangalore"
760,Chai Days,Beverages,150,370,"kalyan nagar, bangalore"
765,IBC (Indian Biryani Company),Biryani,250,1152,"btm, bangalore"
767,Basmati Express,Chettinad,150,327,"kalyan nagar, bangalore"
776,Chai Bar,Tea,50,110,"old airport road, bangalore"
777,Sikandar,Rolls,250,242,"mg road, bangalore"
778,Tandoor Box,Fast Food,250,1667,"whitefield, bangalore"
779,Brik Oven,Cafe,500,717,"santosh tower, whitefield, bangalore"
780,Brik Oven,Cafe,250,717,"santosh tower, whitefield, bangalore"
785,ZAZA 22 Spice Awadhi Biryani,Biryani,250,270,"sarjapur road, bangalore"
805,Hyderabadi Biryani Utsav,Biryani,400,3581,"old madras road, bangalore"
806,The Momos,Momos,100,1,"hebbal, bangalore"
807,Kwality Wall’s Frozen Dessert and Ice Cream Shop,Ice Cream,100,301,"marathahalli, bangalore"
810,Kwality Wall’s Frozen Dessert and Ice Cream Shop,Ice Cream,200,301,"marathahalli, bangalore"
823,The Momo Co.,Chinese,250,180,"bommanahalli, bangalore"
836,Ambur Star Briyani Since 1890,Biryani,350,6004,"indiranagar, bangalore"
840,Shree Mahalakshmi Sweets,Mithai,100,2119,"basaveshwara nagar, bangalore"
843,Shree Mahalakshmi Sweets,Mithai,250,2119,"basaveshwara nagar, bangalore"
846,Foodeez Zone,North Indian,250,61,"new bel road, bangalore"
847,Fida Ambur Dum Biriyani And Kabab,Biryani,150,14,"bommanahalli, bangalore"
869,Ghee And Turmeric,North Indian,350,104,"kadubeesanahalli, bangalore"
882,Vinaya Royal Inn - Pan Asian Food,Chinese,325,24,"electronic city, bangalore"
883,Ambur Star Biryani Since 1890,Chinese,350,577,"rajarajeshwari nagar, bangalore"
884,Hokart - Raju j Hotel,South Indian,75,0,"bommanahalli, bangalore"
901,Behrouz Biryani,Biryani,500,6109,"hsr, bangalore"
919,Charcoal Chicken Barbecue,BBQ,200,41,"new bel road, bangalore"
920,SGM's Place,Chinese,100,2782,"electronic city, bangalore"
921,Davanagere  Mirchi Masala,South Indian,100,14,"basaveshwara nagar, bangalore"
922,PVR Café,Fast Food,200,65,"itpl main road, whitefield, bangalore"
928,Anand Bhavan Resturant,North Indian,250,31,"kr puram, bangalore"
929,The Dripping Cone,Ice Cream,250,157,"whitefield, bangalore"
934,Samosa Singh,Street Food,200,411,"basaveshwara nagar, bangalore"
945,Om Sri Vinayaka Chats,Street Food,75,159,"banashankari, bangalore"
946,The Baker's Dozen,Bakery,150,426,"whitefield, bangalore"
956,Bangarpet Panipuri - Cherry Chats,Street Food,50,81,"new bel road, bangalore"
957,Indulge Desi,North Indian,200,219,"jp nagar, bangalore"
958,Heaven In A Jar,Desserts,200,32,"electronic city, bangalore"
959,Chota Hussain,Rolls,150,0,"thippasandra, bangalore"
970,Khwaja Darbar,Mughlai,200,3,"hbr layout, bangalore"
971,Tea Time,Tea,50,213,"marathahalli, bangalore"
972,Tea Time,Tea,75,213,"marathahalli, bangalore"
973,Tea Time,Tea,125,213,"marathahalli, bangalore"
974,Krishnam Udupi Hotel,South Indian,250,2796,"kanakapura road, bangalore"
975,Five Star Chicken,Roast Chicken,150,6600,"jp nagar, bangalore"
978,Five Star Chicken,Roast Chicken,100,6600,"jp nagar, bangalore"
995,Daily Sushi,Asian,500,480,"jayanagar, bangalore"
996,Daily Sushi,Asian,400,480,"jayanagar, bangalore"
999,Daily Sushi,Asian,450,480,"jayanagar, bangalore"
1002,Rannaghar,Bengali,300,3621,"kaggadasapura, bangalore"
1003,Ultimate Tandoor,North Indian,250,118,"brookefield, bangalore"
1004,Delhi Wala Paratha,North Indian,250,36,"hsr, bangalore"
1005,Udupi Upahar,South Indian,200,3202,"kanakapura road, bangalore"
1006,Udupi Upahar,South Indian,175,3202,"kanakapura road, bangalore"
1007,Udupi Upahar,South Indian,50,3202,"kanakapura road, bangalore"
1009,Mizo Kitchen,North Eastern,200,1049,"koramangala 5th block, bangalore"
1010,Juice Junction,Juices,50,972,"wilson garden, bangalore"
1012,Juice Junction,Juices,150,972,"wilson garden, bangalore"
1014,Juice Junction,Juices,125,972,"wilson garden, bangalore"
1015,Juice Junction,Juices,100,972,"wilson garden, bangalore"
1017,PK Foods,Biryani,100,5,"sarjapur road, bangalore"
1018,A2B - Adyar Ananda Bhavan,South Indian,250,7333,"hsr, bangalore"
1019,A2B - Adyar Ananda Bhavan,South Indian,150,7333,"hsr, bangalore"
1036,Chaat King,Street Food,75,755,"rr vatika, rajarajeshwari nagar, bangalore"
1037,Sri Ram Bhojanalay,North Indian,150,624,"yeshwantpur, bangalore"
1039,Crusto’s - Cheese Burst Pizza,Pizza,150,20,"btm, bangalore"
1043,Crusto’s - Cheese Burst Pizza,Pizza,350,20,"btm, bangalore"
1044,Pizzaazz By What the Ale?!,Pizza,350,31,"electronic city, bangalore"
1045,Goli Vadapav No 1,Street Food,100,233,"koramangala 4th block, bangalore"
1047,Gully Foods,Fast Food,150,12,"btm, bangalore"
1049,New Shahi Kabab Roll Center,Rolls,125,319,"indiranagar, bangalore"
1050,Magic Chef Restaurant,North Indian,250,135,"btm, bangalore"
1051,Baskin Robbins,Ice Cream,200,11,"rajajinagar, bangalore"
1052,Baskin Robbins,Ice Cream,150,11,"rajajinagar, bangalore"
1069,Sicilia Point,Fast Food,500,168,"rajajinagar, bangalore"
1070,Paratha Box by EatFit,North Indian,150,33,"vasanth nagar, bangalore"
1078,Meat & Eat,Burger,150,707,"jp nagar, bangalore"
1079,Hotel Chandrika,South Indian,350,1484,"cunningham road, bangalore"
1080,CakeZone,Bakery,100,3396,"whitefield, bangalore"
1094,Narmada Chain of Restaurants,Biryani,400,677,"kammanahalli, bangalore"
1095,Narmada Chain of Restaurants,Biryani,250,677,"kammanahalli, bangalore"
1100,The Biryani Life,Biryani,300,338,"koramangala 1st block, bangalore"
1118,One For The Road,Continental,750,680,"elements mall, nagawara, bangalore"
1119,One For The Road,Continental,700,680,"elements mall, nagawara, bangalore"
1120,Shanthi Sagar,South Indian,350,23100,"jp nagar, bangalore"
1121,Shanthi Sagar,South Indian,150,23100,"jp nagar, bangalore"
1123,Shanthi Sagar,South Indian,200,23100,"jp nagar, bangalore"
1124,Shanthi Sagar,South Indian,100,23100,"jp nagar, bangalore"
1125,Shanthi Sagar,South Indian,175,23100,"jp nagar, bangalore"
1126,Havmor Ice Creams,Desserts,100,7,"kalyan nagar, bangalore"
1127,SLV Corner Restaurant,South Indian,400,11400,"153 biere street, bangalore"
1128,Cold Stone Creamery,Ice Cream,200,168,"garuda mall, magrath road, bangalore"
1132,Cold Stone Creamery,Ice Cream,175,168,"garuda mall, magrath road, bangalore"
1133,Sri Udupi Sagar,South Indian,150,1095,"btm, bangalore"
1134,Fanoos Xprss,Rolls,200,1953,"jayanagar, bangalore"
1142,NH10,North Indian,200,68,"banashankari, bangalore"
1143,Yumlane Pizza,Pizza,250,19,"jp nagar, bangalore"
1153,Baky Bakery And Cakes,Bakery,100,188,"jayanagar, bangalore"
1154,Wendy's,Burger,250,567,"whitefield, bangalore"
1163,Wendy's,Burger,200,567,"whitefield, bangalore"
1166,Al-Bek,Mughlai,150,31800,"varthur main road, whitefield, bangalore"
1167,Al-Bek,Mughlai,200,31800,"varthur main road, whitefield, bangalore"
1171,Al-Bek,Mughlai,375,31800,"varthur main road, whitefield, bangalore"
1177,Sri Krishna Sagar,South Indian,200,156,"kr puram, bangalore"
1178,Sri Krishna Sagar,South Indian,250,156,"kr puram, bangalore"
1179,Sri Krishna Sagar,South Indian,225,156,"kr puram, bangalore"
1180,New Kabab Zone,North Indian,200,4549,"bommanahalli, bangalore"
1181,China Twist,Chinese,250,371,"bommanahalli, bangalore"
1182,Get Cake'd,Bakery,50,44,"basavanagudi, bangalore"
1223,L. J. Iyengar's Bakery,Bakery,150,387,"basavanagudi, bangalore"
1234,Ambur Chicken Biryani Hyderabadi Special,Biryani,125,33,"electronic city, bangalore"
1235,Porkeats,Goan,175,1143,"koramangala 6th block, bangalore"
1236,The Daily Bowl,North Indian,200,2142,"btm, bangalore"
1240,The Daily Bowl,North Indian,250,2142,"btm, bangalore"
1260,My Khana,North Indian,150,2544,"koramangala 7th block, bangalore"
1261,Annapurna Benne Dose,South Indian,75,119,"jp nagar, bangalore"
1262,Sweet Chariot,Bakery,200,687,"electronic city, bangalore"
1264,Sweet Chariot,Bakery,100,687,"electronic city, bangalore"
1268,Chettys Corner,Sandwich,100,83,"majestic, bangalore"
1269,Empire Restaurant,North Indian,400,45800,"hsr, bangalore"
1279,Empire Restaurant,North Indian,100,45800,"hsr, bangalore"
1297,The Punjabi Rasoi,Mughlai,400,5917,"whitefield, bangalore"
1298,The Punjabi Rasoi,Mughlai,200,5917,"whitefield, bangalore"
1302,Elevate58,Chinese,275,368,"basaveshwara nagar, bangalore"
1303,Green Cravings,Healthy Food,250,10,"kammanahalli, bangalore"
1315,WOW! China,Chinese,200,103,"banashankari, bangalore"
1320,WOW! China,Chinese,300,103,"banashankari, bangalore"
1325,Cns Pastries,Bakery,200,4059,"uttarahalli, bangalore"
1326,Cream & Fudge,Ice Cream,150,898,"nagawara, bangalore"
1328,Mad Over Donuts,Desserts,125,108,"rajajinagar, bangalore"
1329,Mad Over Donuts,Desserts,100,108,"rajajinagar, bangalore"
1345,North Indian Bhukkads - NIB,North Indian,450,9457,"nagawara, bangalore"
1346,North Indian Bhukkads - NIB,North Indian,150,9457,"nagawara, bangalore"
1347,Alpha Biryani,Biryani,200,1159,"whitefield, bangalore"
1365,Ghar Waali Baat,North Indian,100,58,"bommanahalli, bangalore"
1366,Kanti Bakes & Flakes,Bakery,50,818,"bannerghatta road, bangalore"
1380,Drunken Monkey,Beverages,225,190,"koramangala 4th block, bangalore"
1383,Momo Zone - The Momo Company,Chinese,150,244,"domlur, bangalore"
1397,Bombay 2 Delhi,Street Food,100,24,"indiranagar, bangalore"
1400,Dwaraka Grand,South Indian,200,8525,"kumaraswamy layout, bangalore"
1401,New Pizza Pie,Pizza,175,301,"marathahalli, bangalore"
1402,Andhra Gunpowder,Andhra,250,3682,"banashankari, bangalore"
1419,The Brooklyn Creamery - Healthy Ice Cream,Ice Cream,200,111,"kalyan nagar, bangalore"
1420,The Brooklyn Creamery - Healthy Ice Cream,Ice Cream,50,111,"kalyan nagar, bangalore"
1434,Starbucks Coffee,Cafe,300,327,"malleshwaram, bangalore"
1451,Raj Sweets,Mithai,50,103,"whitefield, bangalore"
1452,SGS Non Veg Gundu Palav,South Indian,200,222,"electronic city, bangalore"
1453,SGS Non Veg Gundu Palav,South Indian,150,222,"electronic city, bangalore"
1454,Blue Tokai Coffee Roasters,Cafe,300,758,"koramangala 8th block, bangalore"
1460,Mithai Factory,Mithai,150,95,"jp nagar, bangalore"
1461,Food Springs,Chinese,250,1095,"jayanagar, bangalore"
1462,The Good Food Restaurant,Biryani,200,251,"kalyan nagar, bangalore"
1473,Kolkata Famous Kati Roll,Rolls,100,800,"banashankari, bangalore"
1479,Kolkata Famous Kati Roll,Rolls,125,800,"banashankari, bangalore"
1480,Kolkata Famous Kati Roll,Rolls,75,800,"banashankari, bangalore"
1502,BOX8 - Desi Meals,North Indian,250,13500,"rajajinagar, bangalore"
1522,Empire Juices And Ice Creams,Juices,100,176,"shivajinagar, bangalore"
1547,Nagarjuna,Andhra,400,1778,"residency road, bangalore"
1552,Fruitbae,Desserts,200,26,"global village, mysore road, bangalore"
1553,MS Kabab Centre,Chinese,100,10,"banaswadi, bangalore"
1554,Natural Ice Cream,Ice Cream,150,1898,"kalyan nagar, bangalore"
1561,Natural Ice Cream,Ice Cream,350,1898,"kalyan nagar, bangalore"
1568,Halal Box,Biryani,200,4,"nagawara, bangalore"
1569,Ambur Biriyani,Biryani,150,77,"wilson garden, bangalore"
1571,Samosa Party,Street Food,100,2065,"brookefield, bangalore"
1585,Ipsha's Kitchen,Sandwich,200,193,"rajajinagar, bangalore"
1586,Happy Belly Bakes,Bakery,200,874,"frazer town, bangalore"
1588,Happy Belly Bakes,Bakery,250,874,"frazer town, bangalore"
1589,Adukkala Restaurant,South Indian,300,5097,"kalyan nagar, bangalore"
1590,Adukkala Restaurant,South Indian,250,5097,"kalyan nagar, bangalore"
1591,Red Rhino,Continental,900,4756,"whitefield, bangalore"
1592,Naalnaad Mane,South Indian,150,113,"bannerghatta road, bangalore"
1593,Kadak Biryanis & Grill,Biryani,250,6263,"new bel road, bangalore"
1594,Whitefield Central,South Indian,150,171,"whitefield, bangalore"
1595,SKS Cafe,South Indian,100,13,"btm, bangalore"
1596,CANTAN - Chinese Bar House,Asian,900,469,"lavelle road, bangalore"
1597,Sinful Desserts,Desserts,200,210,"bommasandra, bangalore"
1598,Cafe Coffee Day,Cafe,300,744,"bellandur, bangalore"
1608,Cafe Coffee Day,Cafe,250,744,"bellandur, bangalore"
1618,Sanadige - Goldfinch Hotel,Seafood,600,298,"goldfinch hotel, seshadripuram, bangalore"
1619,Happetizer,South Indian,150,5,"kaggadasapura, bangalore"
1620,Veg Daawat By Behrouz,Mughlai,300,6,"brookefield, bangalore"
1621,Veg Daawat By Behrouz,Mughlai,400,6,"brookefield, bangalore"
1624,Veg Daawat By Behrouz,Mughlai,450,6,"brookefield, bangalore"
1625,Veg Daawat By Behrouz,Mughlai,500,6,"brookefield, bangalore"
1652,Mast Punjabi,North Indian,200,4856,"electronic city, bangalore"
1654,Chaatimes,Street Food,100,3135,"vijay nagar, bangalore"
1663,M Cafe - Bengaluru Marriott Hotel Whitefield,North Indian,1250,240,"bengaluru marriott hotel whitefield, bangalore"
1664,Ketogenic Foods - By Infinitea,Healthy Food,450,127,"cunningham road, bangalore"
1666,Paratha Center,North Indian,200,2187,"whitefield, bangalore"
1667,Hyderabad Biryani House,North Indian,400,6144,"malleshwaram, bangalore"
1684,Tandoori Taal,North Indian,450,1131,"indiranagar, bangalore"
1685,Tandoori Taal,North Indian,400,1131,"indiranagar, bangalore"
1686,Sri Ayodhya Veg,Chinese,150,702,"basaveshwara nagar, bangalore"
1687,ibaco,Ice Cream,100,1125,"hsr, bangalore"
1694,Smoke House Deli Delivery,Italian,450,712,"bommanahalli, bangalore"
1695,The Dessert Zone,Desserts,200,197,"brookefield, bangalore"
1708,RK Fresh Food,North Indian,150,4290,"btm, bangalore"
1715,Snack House,Fast Food,200,844,"itpl main road, whitefield, bangalore"
1731,Salaam Sigri Rolls & Kebabs,Rolls,250,534,"new bel road, bangalore"
1732,Pizza Plutos,Fast Food,300,439,"new bel road, bangalore"
1733,Mealful Rolls - India's Biggest Rolls,Rolls,200,596,"bannerghatta road, bangalore"
1752,Brahmins' Thatte Idli,South Indian,75,5703,"vijay nagar, bangalore"
1753,Brahmins' Thatte Idli,South Indian,100,5703,"vijay nagar, bangalore"
1758,Wokanaka - The Casual Chinese Pitstop,Chinese,450,0,"whitefield, bangalore"
1766,Adda - The Restaurant,North Indian,225,1976,"bommanahalli, bangalore"
1767,Dilli Chowk,North Indian,350,470,"jp nagar, bangalore"
1768,Polar Bear,Ice Cream,175,3801,"bannerghatta road, bangalore"
1779,Polar Bear,Ice Cream,150,3801,"bannerghatta road, bangalore"
1787,Bramishree Nandi Grand,North Indian,175,599,"vijay nagar, bangalore"
1788,CakeWalk,Bakery,350,120,"indiranagar, bangalore"
1789,Indian Paratha Company,North Indian,200,15,"hennur, bangalore"
1790,Indian Paratha Company,North Indian,250,15,"hennur, bangalore"
1791,Robin Brown Ice Creams,Ice Cream,175,715,"rajajinagar, bangalore"
1792,Vera Italiano,Italian,600,1118,"kalyan nagar, bangalore"
1793,Vaigai Vilas,Chinese,225,425,"btm, bangalore"
1795,Pizza Hut,Pizza,300,1013,"jp nagar, bangalore"
1813,Pizza Hut,Pizza,200,1013,"jp nagar, bangalore"
1818,Platform.65,North Indian,550,40,"bannerghatta road, bangalore"
1819,Earthen Delicacies,North Indian,350,1496,"jakkur, bangalore"
1820,Anjappar,South Indian,400,1298,"brigade road, bangalore"
1825,Anjappar,South Indian,200,1298,"brigade road, bangalore"
1827,New Friends,North Indian,450,639,"btm, bangalore"
1828,Stonelicious,Desserts,150,4360,"marathahalli, bangalore"
1830,Iyengars Aahaara,South Indian,50,496,"sahakara nagar, bangalore"
1831,Karnataka Bhel House,Street Food,100,886,"vijay nagar, bangalore"
1832,Karnataka Bhel House,Street Food,50,886,"vijay nagar, bangalore"
1835,PVR Café,Burger,200,65,"itpl main road, whitefield, bangalore"
1841,North Ka Thadka,North Indian,250,273,"btm, bangalore"
1842,The Sugar Free Keto Kafe - Artinci,Desserts,150,51,"kammanahalli, bangalore"
1849,Bangalore Kabab Centre,North Indian,100,80,"rt nagar, bangalore"
1860,Time Traveller - Sai Vishram,Continental,700,1206,"electronic city, bangalore"
1861,Kheer Kadamb Bengali Sweets,Mishti,50,835,"whitefield, bangalore"
1862,Five Star Chicken,Burger,150,6600,"jp nagar, bangalore"
1865,Five Star Chicken,Burger,100,6600,"jp nagar, bangalore"
1882,Sweet Chariot Cafe,Bakery,250,842,"residency road, bangalore"
1883,Moriz Nano Restaurant,North Indian,400,1183,"ulsoor, bangalore"
1884,Armani Kitchen,Chinese,150,513,"rt nagar, bangalore"
1885,The Indian Samosa,Street Food,100,1631,"electronic city, bangalore"
1886,Falahaar & Kota Kachori,North Indian,100,3099,"electronic city, bangalore"
1889,Falahaar & Kota Kachori,North Indian,200,3099,"electronic city, bangalore"
1891,Falahaar & Kota Kachori,North Indian,150,3099,"electronic city, bangalore"
1892,N Razakhiya Hotel,Rolls,125,352,"nagawara, bangalore"
1893,WarmOven Cake & Desserts,Bakery,250,4779,"electronic city, bangalore"
1907,Dakshin Delicacy,South Indian,150,2197,"yeshwantpur, bangalore"
1948,Shree Sagar,South Indian,150,47,"malleshwaram, bangalore"
1949,Firdaus Biryani,Biryani,300,250,"electronic city, bangalore"
1950,Al Zara Mandi Arabian Restaurant,Arabian,450,1746,"frazer town, bangalore"
1951,Hyderabadi Spice,Biryani,250,39500,"electronic city, bangalore"
1952,HRX By EatFit,Healthy Food,250,28,"kadubeesanahalli, bangalore"
1955,Spicy Darbar,Andhra,150,0,"rajajinagar, bangalore"
1956,East Delicious,Chinese,250,9344,"marathahalli, bangalore"
1957,Navaruchi Hotel,South Indian,300,41,"btm, bangalore"
1958,The Culinary Cat,Bakery,150,0,"kalyan nagar, bangalore"
1959,Rawchef,Chinese,150,41,"btm, bangalore"
1960,Dhaba - Estd 1986 Delhi,Mughlai,1000,2250,"indiranagar, bangalore"
1962,Honey Special Cake,Bakery,250,83,"hsr, bangalore"
1979,Andhra Meal Express,Andhra,200,1893,"hsr, bangalore"
1980,India Sweet House,Mithai,150,106,"indiranagar, bangalore"
1981,India Sweet House,Mithai,50,106,"indiranagar, bangalore"
1982,India Sweet House,Mithai,100,106,"indiranagar, bangalore"
1995,ATH - All Things Healthy!,Healthy Food,250,247,"jp nagar, bangalore"
2003,FB Cakes,Bakery,175,897,"jakkur, bangalore"
2005,FB Cakes,Bakery,150,897,"jakkur, bangalore"
2007,Udupi Garden,South Indian,100,480,"whitefield, bangalore"
2009,Sri Udupi Food Hub,South Indian,150,1770,"koramangala 7th block, bangalore"
2010,Sri Udupi Food Hub,South Indian,200,1770,"koramangala 7th block, bangalore"
2011,Sri Udupi Food Hub,South Indian,275,1770,"koramangala 7th block, bangalore"
2017,Dawoods Kati Rolls,Fast Food,150,1291,"hsr, bangalore"
2018,The Spicy Aroma,South Indian,300,163,"electronic city, bangalore"
2035,Bowl 99,North Indian,250,36,"sarjapur road, bangalore"
2038,Bowl 99,North Indian,150,36,"sarjapur road, bangalore"
2044,Chef Bakers,Bakery,200,86,"new bel road, bangalore"
2046,Chef Bakers,Bakery,150,86,"new bel road, bangalore"
2052,The Betel Leaf Co - Originally from Bangalore,Paan,200,46,"rajarajeshwari nagar, bangalore"
2058,SLV Juice And Chat Center,Street Food,50,18,"vijay nagar, bangalore"
2059,Sattvam,North Indian,750,664,"whitefield, bangalore"
2062,Barbeque Nation,Street Food,800,1365,"ascendas park square, whitefield, bangalore"
2068,Barbeque Nation,Street Food,300,1365,"ascendas park square, whitefield, bangalore"
2075,Chettinad Chettiars,Chettinad,200,38,"koramangala 8th block, bangalore"
2088,Mandara Grand,North Indian,150,1460,"rajarajeshwari nagar, bangalore"
2089,Eat Roz,Chinese,250,115,"brookefield, bangalore"
2090,Food Ford Kitchen,North Indian,250,864,"btm, bangalore"
2091,Home Kitchen,North Indian,150,0,"rt nagar, bangalore"
2092,A Pinch Of Spice,Biryani,250,395,"new bel road, bangalore"
2093,NH1 Bowls - Highway To North,North Indian,200,397,"banashankari, bangalore"
2113,Tea Villa Cafe,Cafe,600,363,"jayanagar, bangalore"
2125,Sree Fish Land @ 2511,North Indian,300,1168,"rajarajeshwari nagar, bangalore"
2135,House Of Vadacurry,South Indian,100,227,"banaswadi, bangalore"
2136,Thalassery Restaurant,Kerala,350,8561,"kammanahalli, bangalore"
2137,Thalassery Restaurant,Kerala,400,8561,"kammanahalli, bangalore"
2138,Thalassery Restaurant,Kerala,325,8561,"kammanahalli, bangalore"
2139,Thalassery Restaurant,Kerala,250,8561,"kammanahalli, bangalore"
2140,Thalassery Restaurant,Kerala,150,8561,"kammanahalli, bangalore"
2147,Sri Krishna Sagar,North Indian,200,156,"kr puram, bangalore"
2148,Sri Krishna Sagar,North Indian,250,156,"kr puram, bangalore"
2149,Sri Krishna Sagar,North Indian,225,156,"kr puram, bangalore"
2150,UTSE Kitchen,Tibetan,400,722,"commercial street, bangalore"
2151,Goli Vada Pav No. 1,Street Food,125,649,"hsr, bangalore"
2160,Zwarma,Shawarma,150,94,"ulsoor, bangalore"
2161,Zwarma,Shawarma,125,94,"ulsoor, bangalore"
2162,Ovenstory Pizza,Pizza,300,5047,"indiranagar, bangalore"
2181,Aroma Cafe & Restaurant,North Indian,250,6,"electronic city, bangalore"
2182,Andhra Kitchen,Andhra,200,3271,"electronic city, bangalore"
2183,Andhra Kitchen,Andhra,50,3271,"electronic city, bangalore"
2185,Mondelice Cakes,Bakery,150,129,"kr puram, bangalore"
2186,Savji's Roll 'N' Biryani,North Indian,200,15500,"vijay nagar, bangalore"
2187,Ledikeni Sweets & Savouries,Mithai,100,1134,"marathahalli, bangalore"
2188,MOJO Pizza - 2X Toppings,Pizza,250,9382,"kammanahalli, bangalore"
2208,Cupcake Bliss Cakes & Desserts,Bakery,300,1734,"indiranagar, bangalore"
2214,Cupcake Bliss Cakes & Desserts,Bakery,150,1734,"indiranagar, bangalore"
2221,Burger Shop,Burger,100,120,"whitefield, bangalore"
2222,Amritsari Haveli,North Indian,300,57,"brookefield, bangalore"
2223,HomeSe Just Veg,South Indian,150,878,"majestic, bangalore"
2229,Nivys Resto Cafe,Cafe,500,12,"hsr, bangalore"
2230,Namma Pizza Adda,Fast Food,175,0,"bommasandra, bangalore"
2231,McDonald's,Burger,200,8087,"new bel road, bangalore"
2252,Lakshmana Durga Tiffins,South Indian,100,477,"btm, bangalore"
2253,Biryani Blues,Biryani,250,213,"basavanagudi, bangalore"
2259,Biryani Blues,Biryani,200,213,"basavanagudi, bangalore"
2266,Hotel Sanman,South Indian,50,2022,"basavanagudi, bangalore"
2267,Kake Di Hatti,North Indian,250,220,"kanakapura road, bangalore"
2268,Kake Di Hatti,North Indian,500,220,"kanakapura road, bangalore"
2269,Trattoria By Toscano,Italian,300,575,"malleshwaram, bangalore"
2270,Trattoria By Toscano,Italian,350,575,"malleshwaram, bangalore"
2274,NOTO - Healthy Ice Cream,Ice Cream,100,148,"kr puram, bangalore"
2288,Apna Punjabi Dhaba,North Indian,175,0,"rt nagar, bangalore"
2289,Copper Chimney,North Indian,350,569,"whitefield, bangalore"
2292,Udupi Sri Krisna Vaibhava,South Indian,250,410,"jayanagar, bangalore"
2293,Keventers Ice Cream,Ice Cream,150,16,"kalyan nagar, bangalore"
2305,Go Italia,Italian,400,322,"hsr, bangalore"
2306,Food Connections,Fast Food,100,325,"whitefield, bangalore"
2307,Kaayal,South Indian,100,990,"jeevan bhima nagar, bangalore"
2308,Biryani Mount,Biryani,300,623,"banashankari, bangalore"
2318,Great Indian Khichdi by EatFit,Healthy Food,150,604,"sarjapur road, bangalore"
2330,Magnolia Bakery,Bakery,150,4444,"indiranagar, bangalore"
2331,Magnolia Bakery,Bakery,300,4444,"indiranagar, bangalore"
2347,Swad 'E' Punjab,North Indian,450,2340,"electronic city, bangalore"
2348,Punjabi Nawabi,North Indian,400,30000,"bannerghatta road, bangalore"
2349,Punjabi Nawabi,North Indian,200,30000,"bannerghatta road, bangalore"
2356,Pure Veg Meals By LunchBox,North Indian,200,38,"bannerghatta road, bangalore"
2369,Keventers - Milkshakes & Desserts,Shake,250,1932,"varthur main road, whitefield, bangalore"
2373,Keventers - Milkshakes & Desserts,Shake,200,1932,"varthur main road, whitefield, bangalore"
2383,Beijing Bites,Chinese,400,12100,"electronic city, bangalore"
2392,Beijing Bites,Chinese,250,12100,"electronic city, bangalore"
2400,Sri Lakshmi Vaibhav,South Indian,250,18500,"whitefield, bangalore"
2401,Sri Lakshmi Vaibhav,South Indian,125,18500,"whitefield, bangalore"
2402,Kolapasi,Biryani,150,44,"brookefield, bangalore"
2403,Chung's,Chinese,200,46,"electronic city, bangalore"
2426,Karnataka Chicken Biryani Point,Biryani,150,681,"basaveshwara nagar, bangalore"
2427,So Fresh,North Indian,200,0,"banaswadi, bangalore"
2428,So Fresh,North Indian,150,0,"banaswadi, bangalore"
2431,Gourmet Ice Cream Cakes By Baskin Robbins,Bakery,150,18,"old airport road, bangalore"
2445,Udupi Uphara,South Indian,100,6374,"jalahalli, bangalore"
2446,Hatti Punjab Di,North Indian,100,9901,"electronic city, bangalore"
2447,Onesta,Pizza,300,184,"ascendas park square, whitefield, bangalore"
2459,The Fruit Bowl,Healthy Food,150,1385,"btm, bangalore"
2480,Royal Paradise,Rolls,200,77,"new bel road, bangalore"
2481,Kwality Wall’s Frozen Dessert &  Ice Cream Shop,Ice Cream,100,692,"sadashiv nagar, bangalore"
2482,High n Hungry,North Indian,200,3936,"btm, bangalore"
2483,Just Shawarma,Lebanese,150,2924,"total mall, sarjapur road, bangalore"
2484,Just Shawarma,Lebanese,100,2924,"total mall, sarjapur road, bangalore"
2486,Just Shawarma,Lebanese,200,2924,"total mall, sarjapur road, bangalore"
2493,Agarwal Restaurant,North Indian,150,85,"bannerghatta road, bangalore"
2494,Iyengar's Bakery,Bakery,100,94,"jp nagar, bangalore"
2495,Sunny's,European,1050,121,"lavelle road, bangalore"
2496,Lazio Steaks & More,Continental,500,396,"frazer town, bangalore"
2497,New Darbar Family Restaurant,Biryani,200,14,"sankey road, bangalore"
2498,New Darbar Family Restaurant,Biryani,225,14,"sankey road, bangalore"
2499,Kadai,North Indian,325,2178,"basaveshwara nagar, bangalore"
2500,Cake Menu,Bakery,150,2411,"marathahalli, bangalore"
2502,Singh Da Punjabi Dhaba,North Indian,100,966,"thippasandra, bangalore"
2506,Raghanna  Military  Hotel,Biryani,150,56,"kalyan nagar, bangalore"
2507,INOX,Fast Food,250,8,"jp nagar, bangalore"
2511,Burger King,Burger,200,4648,"marathahalli, bangalore"
2528,Chinese Wok,Chinese,250,876,"kalyan nagar, bangalore"
2541,Rolls & Bowls Company,Rolls,250,33,"hosur road, bangalore"
2554,Corner House Ice Creams,Ice Cream,150,2328,"basavanagudi, bangalore"
2566,Ghee Tadka Khichdi,North Indian,100,239,"whitefield, bangalore"
2573,Udupi Kitchen,South Indian,150,1426,"vijay nagar, bangalore"
2574,Udupi Kitchen,South Indian,200,1426,"vijay nagar, bangalore"
2578,The Baklava Company,Desserts,400,73,"whitefield, bangalore"
