Restaurant,Cusines_all,price_for_one,delivery_review_number,location
New Friends,North Indian,450,639,"btm, bangalore"
Stonelicious,Desserts,150,4360,"marathahalli, bangalore"
Iyengars Aahaara,South Indian,50,496,"sahakara nagar, bangalore"
Karnataka Bhel House,Street Food,100,886,"vijay nagar, bangalore"
Karnataka Bhel House,Street Food,50,886,"vijay nagar, bangalore"
PVR Café,Burger,200,65,"itpl main road, whitefield, bangalore"
North Ka Thadka,North Indian,250,273,"btm, bangalore"
The Sugar Free Keto Kafe - Artinci,Desserts,150,51,"kammanahalli, bangalore"
Bangalore Kabab Centre,North Indian,100,80,"rt nagar, bangalore"
Time Traveller - Sai Vishram,Continental,700,1206,"electronic city, bangalore"
Kheer Kadamb Bengali Sweets,Mishti,50,835,"whitefield, bangalore"
Five Star Chicken,Burger,150,6600,"jp nagar, bangalore"
Five Star Chicken,Burger,100,6600,"jp nagar, bangalore"
Sweet Chariot Cafe,Bakery,250,842,"residency road, bangalore"
Moriz Nano Restaurant,North Indian,400,1183,"ulsoor, bangalore"
Armani Kitchen,Chinese,150,513,"rt nagar, bangalore"
The Indian Samosa,Street Food,100,1631,"electronic city, bangalore"
Falahaar & Kota Kachori,North Indian,100,3099,"electronic city, bangalore"
Falahaar & Kota Kachori,North Indian,200,3099,"electronic city, bangalore"
Falahaar & Kota Kachori,North Indian,150,3099,"electronic city, bangalore"
N Razakhiya Hotel,Rolls,125,352,"nagawara, bangalore"
WarmOven Cake & Desserts,Bakery,250,4779,"electronic city, bangalore"
Dakshin Delicacy,South Indian,150,2197,"yeshwantpur, bangalore"
Shree Sagar,South Indian,150,47,"malleshwaram, bangalore"
Firdaus Biryani,Biryani,300,250,"electronic city, bangalore"
Al Zara Mandi Arabian Restaurant,Arabian,450,1746,"frazer town, bangalore"
Hyderabadi Spice,Biryani,250,39500,"electronic city, bangalore"
HRX By EatFit,Healthy Food,250,28,"kadubeesanahalli, bangalore"
Spicy Darbar,Andhra,150,0,"rajajinagar, bangalore"
East Delicious,Chinese,250,9344,"marathahalli, bangalore"
Navaruchi Hotel,South Indian,300,41,"btm, bangalore"
The Culinary Cat,Bakery,150,0,"kalyan nagar, bangalore"
Rawchef,Chinese,150,41,"btm, bangalore"
Dhaba - Estd 1986 Delhi,Mughlai,1000,2250,"indiranagar, bangalore"
Honey Special Cake,Bakery,250,83,"hsr, bangalore"
Andhra Meal Express,Andhra,200,1893,"hsr, bangalore"
India Sweet House,Mithai,150,106,"indiranagar, bangalore"
India Sweet House,Mithai,50,106,"indiranagar, bangalore"
India Sweet House,Mithai,100,106,"indiranagar, bangalore"
ATH - All Things Healthy!,Healthy Food,250,247,"jp nagar, bangalore"
FB Cakes,Bakery,175,897,"jakkur, bangalore"
FB Cakes,Bakery,150,897,"jakkur, bangalore"
Udupi Garden,South Indian,100,480,"whitefield, bangalore"
Sri Udupi Food Hub,South Indian,150,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub,South Indian,200,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub,South Indian,275,1770,"koramangala 7th block, bangalore"
Dawoods Kati Rolls,Fast Food,150,1291,"hsr, bangalore"
The Spicy Aroma,South Indian,300,163,"electronic city, bangalore"
Bowl 99,North Indian,250,36,"sarjapur road, bangalore"
Bowl 99,North Indian,150,36,"sarjapur road, bangalore"
Chef Bakers,Bakery,200,86,"new bel road, bangalore"
Chef Bakers,Bakery,150,86,"new bel road, bangalore"
The Betel Leaf Co - Originally from Bangalore,Paan,200,46,"rajarajeshwari nagar, bangalore"
SLV Juice And Chat Center,Street Food,50,18,"vijay nagar, bangalore"
Sattvam,North Indian,750,664,"whitefield, bangalore"
Barbeque Nation,Street Food,800,1365,"ascendas park square, whitefield, bangalore"
Barbeque Nation,Street Food,300,1365,"ascendas park square, whitefield, bangalore"
Chettinad Chettiars,Chettinad,200,38,"koramangala 8th block, bangalore"
Mandara Grand,North Indian,150,1460,"rajarajeshwari nagar, bangalore"
Eat Roz,Chinese,250,115,"brookefield, bangalore"
Food Ford Kitchen,North Indian,250,864,"btm, bangalore"
Home Kitchen,North Indian,150,0,"rt nagar, bangalore"
A Pinch Of Spice,Biryani,250,395,"new bel road, bangalore"
NH1 Bowls - Highway To North,North Indian,200,397,"banashankari, bangalore"
Tea Villa Cafe,Cafe,600,363,"jayanagar, bangalore"
Sree Fish Land @ 2511,North Indian,300,1168,"rajarajeshwari nagar, bangalore"
House Of Vadacurry,South Indian,100,227,"banaswadi, bangalore"
Thalassery Restaurant,Kerala,350,8561,"kammanahalli, bangalore"
Thalassery Restaurant,Kerala,400,8561,"kammanahalli, bangalore"
Thalassery Restaurant,Kerala,325,8561,"kammanahalli, bangalore"
Thalassery Restaurant,Kerala,250,8561,"kammanahalli, bangalore"
Thalassery Restaurant,Kerala,150,8561,"kammanahalli, bangalore"
Sri Krishna Sagar,North Indian,200,156,"kr puram, bangalore"
Sri Krishna Sagar,North Indian,250,156,"kr puram, bangalore"
Sri Krishna Sagar,North Indian,225,156,"kr puram, bangalore"
UTSE Kitchen,Tibetan,400,722,"commercial street, bangalore"
Goli Vada Pav No. 1,Street Food,125,649,"hsr, bangalore"
Zwarma,Shawarma,150,94,"ulsoor, bangalore"
Zwarma,Shawarma,125,94,"ulsoor, bangalore"
Ovenstory Pizza,Pizza,300,5047,"indiranagar, bangalore"
Aroma Cafe & Restaurant,North Indian,250,6,"electronic city, bangalore"
Andhra Kitchen,Andhra,200,3271,"electronic city, bangalore"
Andhra Kitchen,Andhra,50,3271,"electronic city, bangalore"
Mondelice Cakes,Bakery,150,129,"kr puram, bangalore"
Savji's Roll 'N' Biryani,North Indian,200,15500,"vijay nagar, bangalore"
Ledikeni Sweets & Savouries,Mithai,100,1134,"marathahalli, bangalore"
MOJO Pizza - 2X Toppings,Pizza,250,9382,"kammanahalli, bangalore"
Cupcake Bliss Cakes & Desserts,Bakery,300,1734,"indiranagar, bangalore"
Cupcake Bliss Cakes & Desserts,Bakery,150,1734,"indiranagar, bangalore"
Burger Shop,Burger,100,120,"whitefield, bangalore"
Amritsari Haveli,North Indian,300,57,"brookefield, bangalore"
HomeSe Just Veg,South Indian,150,878,"majestic, bangalore"
Nivys Resto Cafe,Cafe,500,12,"hsr, bangalore"
Namma Pizza Adda,Fast Food,175,0,"bommasandra, bangalore"
McDonald's,Burger,200,8087,"new bel road, bangalore"
Lakshmana Durga Tiffins,South Indian,100,477,"btm, bangalore"
Biryani Blues,Biryani,250,213,"basavanagudi, bangalore"
Biryani Blues,Biryani,200,213,"basavanagudi, bangalore"
Hotel Sanman,South Indian,50,2022,"basavanagudi, bangalore"
Kake Di Hatti,North Indian,250,220,"kanakapura road, bangalore"
Kake Di Hatti,North Indian,500,220,"kanakapura road, bangalore"
Trattoria By Toscano,Italian,300,575,"malleshwaram, bangalore"
Trattoria By Toscano,Italian,350,575,"malleshwaram, bangalore"
NOTO - Healthy Ice Cream,Ice Cream,100,148,"kr puram, bangalore"
Apna Punjabi Dhaba,North Indian,175,0,"rt nagar, bangalore"
Copper Chimney,North Indian,350,569,"whitefield, bangalore"
Udupi Sri Krisna Vaibhava,South Indian,250,410,"jayanagar, bangalore"
Keventers Ice Cream,Ice Cream,150,16,"kalyan nagar, bangalore"
Go Italia,Italian,400,322,"hsr, bangalore"
Food Connections,Fast Food,100,325,"whitefield, bangalore"
Kaayal,South Indian,100,990,"jeevan bhima nagar, bangalore"
Biryani Mount,Biryani,300,623,"banashankari, bangalore"
Great Indian Khichdi by EatFit,Healthy Food,150,604,"sarjapur road, bangalore"
Magnolia Bakery,Bakery,150,4444,"indiranagar, bangalore"
Magnolia Bakery,Bakery,300,4444,"indiranagar, bangalore"
Swad 'E' Punjab,North Indian,450,2340,"electronic city, bangalore"
Punjabi Nawabi,North Indian,400,30000,"bannerghatta road, bangalore"
Punjabi Nawabi,North Indian,200,30000,"bannerghatta road, bangalore"
Pure Veg Meals By LunchBox,North Indian,200,38,"bannerghatta road, bangalore"
Keventers - Milkshakes & Desserts,Shake,250,1932,"varthur main road, whitefield, bangalore"
Keventers - Milkshakes & Desserts,Shake,200,1932,"varthur main road, whitefield, bangalore"
Beijing Bites,Chinese,400,12100,"electronic city, bangalore"
Beijing Bites,Chinese,250,12100,"electronic city, bangalore"
Sri Lakshmi Vaibhav,South Indian,250,18500,"whitefield, bangalore"
Sri Lakshmi Vaibhav,South Indian,125,18500,"whitefield, bangalore"
Kolapasi,Biryani,150,44,"brookefield, bangalore"
Chung's,Chinese,200,46,"electronic city, bangalore"
Karnataka Chicken Biryani Point,Biryani,150,681,"basaveshwara nagar, bangalore"
So Fresh,North Indian,200,0,"banaswadi, bangalore"
So Fresh,North Indian,150,0,"banaswadi, bangalore"
Gourmet Ice Cream Cakes By Baskin Robbins,Bakery,150,18,"old airport road, bangalore"
Udupi Uphara,South Indian,100,6374,"jalahalli, bangalore"
Hatti Punjab Di,North Indian,100,9901,"electronic city, bangalore"
Onesta,Pizza,300,184,"ascendas park square, whitefield, bangalore"
The Fruit Bowl,Healthy Food,150,1385,"btm, bangalore"
Royal Paradise,Rolls,200,77,"new bel road, bangalore"
Kwality Wall’s Frozen Dessert &  Ice Cream Shop,Ice Cream,100,692,"sadashiv nagar, bangalore"
High n Hungry,North Indian,200,3936,"btm, bangalore"
Just Shawarma,Lebanese,150,2924,"total mall, sarjapur road, bangalore"
Just Shawarma,Lebanese,100,2924,"total mall, sarjapur road, bangalore"
Just Shawarma,Lebanese,200,2924,"total mall, sarjapur road, bangalore"
Agarwal Restaurant,North Indian,150,85,"bannerghatta road, bangalore"
Iyengar's Bakery,Bakery,100,94,"jp nagar, bangalore"
Sunny's,European,1050,121,"lavelle road, bangalore"
Lazio Steaks & More,Continental,500,396,"frazer town, bangalore"
New Darbar Family Restaurant,Biryani,200,14,"sankey road, bangalore"
New Darbar Family Restaurant,Biryani,225,14,"sankey road, bangalore"
Kadai,North Indian,325,2178,"basaveshwara nagar, bangalore"
Cake Menu,Bakery,150,2411,"marathahalli, bangalore"
Singh Da Punjabi Dhaba,North Indian,100,966,"thippasandra, bangalore"
Raghanna  Military  Hotel,Biryani,150,56,"kalyan nagar, bangalore"
INOX,Fast Food,250,8,"jp nagar, bangalore"
Burger King,Burger,200,4648,"marathahalli, bangalore"
Chinese Wok,Chinese,250,876,"kalyan nagar, bangalore"
Rolls & Bowls Company,Rolls,250,33,"hosur road, bangalore"
Corner House Ice Creams,Ice Cream,150,2328,"basavanagudi, bangalore"
Ghee Tadka Khichdi,North Indian,100,239,"whitefield, bangalore"
Udupi Kitchen,South Indian,150,1426,"vijay nagar, bangalore"
Udupi Kitchen,South Indian,200,1426,"vijay nagar, bangalore"
The Baklava Company,Desserts,400,73,"whitefield, bangalore"
The Baklava Company,Desserts,100,73,"whitefield, bangalore"
The Baklava Company,Desserts,125,73,"whitefield, bangalore"
Bake and Juice,Arabian,200,14400,"hosur road, bangalore"
Grills N Barbeque,North Indian,200,35,"electronic city, bangalore"
La Pino'z Pizza,Pizza,550,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,Pizza,200,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,Pizza,250,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,Pizza,225,22100,"koramangala 4th block, bangalore"
Hotel Manu,Andhra,300,5936,"whitefield, bangalore"
Hotel Manu,Andhra,200,5936,"whitefield, bangalore"
Hungry Chang,Chinese,200,726,"hsr, bangalore"
A Tiny Kitchen,North Indian,250,855,"btm, bangalore"
RNR Biryani - Taste Of 1953,Biryani,250,533,"kammanahalli, bangalore"
RNR Biryani - Taste Of 1953,Biryani,350,533,"kammanahalli, bangalore"
BowlSome,North Indian,200,0,"jp nagar, bangalore"
Kabab Corner,Lebanese,150,294,"rt nagar, bangalore"
Shankar Fish Land,Seafood,100,372,"rt nagar, bangalore"
Desi Vdesi,North Indian,150,469,"shanti nagar, bangalore"
Voosh Desi Parathas,North Indian,200,0,"indiranagar, bangalore"
The Mangalorean,Mangalorean,400,2155,"kammanahalli, bangalore"
Curry Leaves,Andhra,400,56,"jayanagar, bangalore"
Curry Leaves,Andhra,600,56,"jayanagar, bangalore"
Manam Andhra Foods,North Indian,200,110,"koramangala 2nd block, bangalore"
Cake Delight,Desserts,150,301,"sahakara nagar, bangalore"
Noodle House,North Indian,100,69,"seshadripuram, bangalore"
Apsara Ice Creams,Ice Cream,100,261,"kalyan nagar, bangalore"
Apsara Ice Creams,Ice Cream,200,261,"kalyan nagar, bangalore"
Snaack Shop,Beverages,150,204,"shivajinagar, bangalore"
Paradise Restaurant,North Indian,150,378,"jalahalli, bangalore"
DA Ying Yang Cuisines,Chinese,175,1576,"vasanth nagar, bangalore"
Chinita Real Mexican Food,Mexican,600,984,"indiranagar, bangalore"
Skyline Pizzeria,Cafe,300,2031,"jp nagar, bangalore"
Nisarga,Andhra,225,2733,"vijay nagar, bangalore"
Midnight Mania,Pizza,350,15500,"koramangala 6th block, bangalore"
Beyond The Crust - BTC,Pizza,200,1218,"btm, bangalore"
Tandoor,North Indian,1000,460,"mg road, bangalore"
Apple Villa Restaurant,Chinese,250,6,"shanti nagar, bangalore"
Chinese Hot,Chinese,250,67,"vasanth nagar, bangalore"
Rolls & Bowls Company,Chinese,250,33,"hosur road, bangalore"
Yummy Adda,Chinese,150,3,"whitefield, bangalore"
Shyvan Restaurant,North Indian,275,173,"shanti nagar, bangalore"
Abees Mess,South Indian,200,294,"btm, bangalore"
Coastal Biryani Paradise,North Indian,250,5974,"rt nagar, bangalore"
Restaurant 1179,North Indian,200,154,"seshadripuram, bangalore"
GLOBO Ice Creams Of The World,Ice Cream,100,79,"banashankari, bangalore"
Prowl Foods By Tiger Shroff,Asian,250,185,"sarjapur road, bangalore"
Kati Roll Walla,Rolls,150,312,"hsr, bangalore"
Church Street Social,North Indian,750,1169,"church street, bangalore"
Chinese BAE,Chinese,250,535,"kammanahalli, bangalore"
The Hungry Himalayan,Momos,250,9,"whitefield, bangalore"
Mainland China,Chinese,500,561,"sarjapur road, bangalore"
Mainland China,Chinese,900,561,"sarjapur road, bangalore"
Yak's Kitchen,Tibetan,300,517,"shanti nagar, bangalore"
Chung Wah,Chinese,400,3471,"new bel road, bangalore"
Kulfi Shulfi- Kulfis and Ice Cream,Ice Cream,100,41,"btm, bangalore"
Kulfi Shulfi- Kulfis and Ice Cream,Ice Cream,75,41,"btm, bangalore"
Heights & Bites By Jula,North Indian,50,2,"frazer town, bangalore"
Hotel Prashanth Non Veg Nati Style,Biryani,100,179,"kumaraswamy layout, bangalore"
Arabian Shawarma,Shawarma,150,162,"nagawara, bangalore"
Arabian Shawarma,Shawarma,100,162,"nagawara, bangalore"
KT Best Bakery And Sweets,Bakery,50,1174,"rammurthy nagar, bangalore"
Bombay Kulfi,Desserts,75,38,"yeshwantpur, bangalore"
Bombay Kulfi,Desserts,100,38,"yeshwantpur, bangalore"
Leon's Burgers & Wings,Burger,200,28800,"jeevan bhima nagar, bangalore"
Dhaba Shaba,North Indian,150,2760,"sarjapur road, bangalore"
Rampyari Chaiwala Netaji Bhajiawala,Beverages,50,2123,"btm, bangalore"
Rampyari Chaiwala Netaji Bhajiawala,Beverages,75,2123,"btm, bangalore"
Biriyani Pack,Biryani,200,12,"kadubeesanahalli, bangalore"
Funky Punjab,North Indian,200,2178,"jp nagar, bangalore"
Chole Bhatura And Parathas,North Indian,150,2258,"hsr, bangalore"
Chole Bhatura And Parathas,North Indian,250,2258,"hsr, bangalore"
Chole Bhatura And Parathas,North Indian,200,2258,"hsr, bangalore"
Street Foods By Punjab Grill,North Indian,425,1,"itpl main road, whitefield, bangalore"
Street Foods By Punjab Grill,North Indian,250,1,"itpl main road, whitefield, bangalore"
SS Family Resturant,Chinese,250,41,"rammurthy nagar, bangalore"
Karnataka Donne Biryani,Biryani,150,353,"whitefield, bangalore"
Bunts Bangarapet Chats,Street Food,50,298,"kanakapura road, bangalore"
Step Right Up,Street Food,150,1158,"vasanth nagar, bangalore"
Hokart - Chethan Tiffan Center,South Indian,125,0,"koramangala 1st block, bangalore"
Barista,Cafe,150,212,"sadashiv nagar, bangalore"
Lo! - Low Carb And Keto Foods,Healthy Food,150,714,"domlur, bangalore"
Lo! - Low Carb And Keto Foods,Healthy Food,200,714,"domlur, bangalore"
The Good Bowl,North Indian,200,167,"shanti nagar, bangalore"
Shivaji Nati Style,South Indian,200,42,"jakkur, bangalore"
Gustoes Beer And Bouffage,North Indian,750,68,"jayanagar, bangalore"
Maharaja Military Canteen,South Indian,200,137,"banashankari, bangalore"
Maharaja Military Canteen,South Indian,175,137,"banashankari, bangalore"
Lai Lai Chinese Eating House,Chinese,200,14,"electronic city, bangalore"
Bangalore Mandarin,Chinese,550,3358,"indiranagar, bangalore"
Panda Nation,Chinese,150,414,"banashankari, bangalore"
Eat N Drink,Fast Food,175,593,"btm, bangalore"
Eat N Drink,Fast Food,100,593,"btm, bangalore"
Eat N Drink,Fast Food,125,593,"btm, bangalore"
Madurai Idly Shop,South Indian,150,1654,"hsr, bangalore"
Madurai Idly Shop,South Indian,100,1654,"hsr, bangalore"
Soroush Biryani,Biryani,150,217,"rajajinagar, bangalore"
Soroush Biryani,Biryani,300,217,"rajajinagar, bangalore"
Narmada Chain of Restaurants,North Indian,400,677,"kammanahalli, bangalore"
Narmada Chain of Restaurants,North Indian,250,677,"kammanahalli, bangalore"
29 Degrees North,North Indian,200,4959,"banaswadi, bangalore"
Buffet Biryani,Fast Food,150,47,"malleshwaram, bangalore"
7 Plates,North Indian,350,5290,"kalyan nagar, bangalore"
7 Plates,North Indian,200,5290,"kalyan nagar, bangalore"
Sarovaraa- The Desi Kitchen,Street Food,100,745,"new bel road, bangalore"
Cheesecake & Co.,Bakery,300,337,"koramangala 8th block, bangalore"
EasyBites By Empire,Burger,100,1787,"koramangala 5th block, bangalore"
Aaha Andhra,Andhra,325,1,"orion mall, malleshwaram, bangalore"
Kolkata Victoria Chat House,Street Food,100,93,"rt nagar, bangalore"
Kolkata Victoria Chat House,Street Food,75,93,"rt nagar, bangalore"
Chicken House,Rolls,200,237,"rt nagar, bangalore"
Laddoos,Mithai,150,5161,"btm, bangalore"
Laddoos,Mithai,100,5161,"btm, bangalore"
Tibb's Frankie,Rolls,100,221,"skywalk, ulsoor, bangalore"
Tibb's Frankie,Rolls,150,221,"skywalk, ulsoor, bangalore"
Tandoori Grand,Biryani,200,154,"rammurthy nagar, bangalore"
Cakes Wagon,Bakery,150,1898,"whitefield, bangalore"
Coal Spark,North Indian,500,4568,"hsr, bangalore"
Fresh Pressery Cafe,Cafe,600,145,"lavelle road, bangalore"
Big Bowl Company,North Indian,250,896,"banashankari, bangalore"
World Brew Cafe,Cafe,200,289,"new bel road, bangalore"
Burger & Pizza Club,Burger,150,0,"basaveshwara nagar, bangalore"
Taco Bell,Mexican,200,733,"hsr, bangalore"
Taco Bell,Mexican,175,733,"hsr, bangalore"
Taco Bell,Mexican,300,733,"hsr, bangalore"
Taco Bell,Mexican,150,733,"hsr, bangalore"
Shao - Radisson Blu,Thai,1400,43,"radisson blu, marathahalli, bangalore"
Hamro Foodland,Chinese,150,0,"hennur, bangalore"
Udupi Juice Shop,Shake,125,5,"marathahalli, bangalore"
Cane Crush Sugarcane Juice And Ice Cream,Beverages,100,109,"banaswadi, bangalore"
Kairali Hotel,Kerala,150,324,"new bel road, bangalore"
Sri Sri Cafe,Fast Food,150,71,"kumaraswamy layout, bangalore"
Namaste,South Indian,100,7957,"hsr, bangalore"
Namaste,South Indian,50,7957,"hsr, bangalore"
Ajji Ruchi Kitchen,North Indian,50,447,"koramangala 8th block, bangalore"
Chung Wah's,Chinese,200,41,"hsr, bangalore"
Hungree Belly,Continental,400,5753,"kaggadasapura, bangalore"
Thrilok Restaurant,Mangalorean,175,249,"banashankari, bangalore"
Lucknowee,Awadhi,300,181,"sarjapur road, bangalore"
Ambur Hot Dum Biryani,Biryani,150,225,"btm, bangalore"
Ambur Hot Dum Biryani,Biryani,200,225,"btm, bangalore"
Ambur Hot Dum Biryani,Biryani,250,225,"btm, bangalore"
Ambur Hot Dum Biryani,Biryani,100,225,"btm, bangalore"
Habibi Falafel,Arabian,250,858,"jp nagar, bangalore"
Oh! Calcutta,North Indian,500,1062,"whitefield, bangalore"
Oh! Calcutta,North Indian,400,1062,"whitefield, bangalore"
Oh! Calcutta,North Indian,750,1062,"whitefield, bangalore"
The Parotta Combo,South Indian,150,61,"hsr, bangalore"
Sarathi Kitchen,Bengali,150,126,"koramangala 5th block, bangalore"
